Make,Model,Type,Origin,DriveTrain,MSRP,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length
Land Rover,Range Rover HSE,SUV,Europe,All,72250,4.4,8,282,12,16,5379,113,195
Land Rover,Discovery SE,SUV,Europe,All,39250,4.6,8,217,12,16,4576,100,185
Land Rover,Freelander SE,SUV,Europe,All,25995,2.5,6,174,18,21,3577,101,175
Lexus,GX 470,SUV,Asia,All,45700,4.7,8,235,15,19,4740,110,188
Lexus,LX 470,SUV,Asia,All,64800,4.7,8,235,13,17,5590,112,193
Lexus,RX 330,SUV,Asia,All,39195,3.3,6,230,18,24,4065,107,186
Lexus,ES 330 4dr,Sedan,Asia,Front,32350,3.3,6,225,20,29,3460,107,191
Lexus,IS 300 4dr manual,Sedan,Asia,Rear,31045,3,6,215,18,25,3255,105,177
Lexus,IS 300 4dr auto,Sedan,Asia,Rear,32415,3,6,215,18,24,3285,105,177
Lexus,GS 300 4dr,Sedan,Asia,Rear,41010,3,6,220,18,25,3649,110,189
Lexus,GS 430 4dr,Sedan,Asia,Rear,48450,4.3,8,300,18,23,3715,110,189
Lexus,LS 430 4dr,Sedan,Asia,Rear,55750,4.3,8,290,18,25,3990,115,197
Lexus,SC 430 convertible 2dr,Sports,Asia,Rear,63200,4.3,8,300,18,23,3840,103,178
Lexus,IS 300 SportCross,Wagon,Asia,Rear,32455,3,6,215,18,24,3410,105,177
Lincoln,Navigator Luxury,SUV,USA,All,52775,5.4,8,300,13,18,5969,119,206
Lincoln,Aviator Ultimate,SUV,USA,Front,42915,4.6,8,302,13,18,4834,114,193
Lincoln,LS V6 Luxury 4dr,Sedan,USA,Rear,32495,3,6,232,20,26,3681,115,194
Lincoln,LS V6 Premium 4dr,Sedan,USA,Rear,36895,3,6,232,20,26,3681,115,194
Lincoln,LS V8 Sport 4dr,Sedan,USA,Rear,40095,3.9,8,280,17,24,3768,115,194
Lincoln,LS V8 Ultimate 4dr,Sedan,USA,Rear,43495,3.9,8,280,17,24,3768,115,194
Lincoln,Town Car Signature 4dr,Sedan,USA,Rear,41815,4.6,8,239,17,25,4369,118,215
Lincoln,Town Car Ultimate 4dr,Sedan,USA,Rear,44925,4.6,8,239,17,25,4369,118,215
Lincoln,Town Car Ultimate L 4dr,Sedan,USA,Rear,50470,4.6,8,239,17,25,4474,124,221
MINI,Cooper,Sedan,Europe,Front,16999,1.6,4,115,28,37,2524,97,143
MINI,Cooper S,Sedan,Europe,Front,19999,1.6,4,163,25,34,2678,97,144
Mazda,Tribute DX 2.0,SUV,Asia,All,21087,2,4,130,22,25,3091,103,173
Mazda,Mazda3 i 4dr,Sedan,Asia,Front,15500,2,4,148,26,34,2696,104,178
Mazda,Mazda3 s 4dr,Sedan,Asia,Front,17200,2.3,4,160,25,31,2762,104,179
Mazda,Mazda6 i 4dr,Sedan,Asia,Front,19270,2.3,4,160,24,32,3042,105,187
Mazda,MPV ES,Sedan,Asia,Front,28750,3,6,200,18,25,3812,112,188
Mazda,MX-5 Miata convertible 2dr,Sports,Asia,Rear,22388,1.8,4,142,23,28,2387,89,156
Mazda,MX-5 Miata LS convertible 2dr,Sports,Asia,Rear,25193,1.8,4,142,23,28,2387,89,156
Mazda,RX-8 4dr automatic,Sports,Asia,Rear,25700,1.3,4,197,18,25,3053,106,174
Mazda,RX-8 4dr manual,Sports,Asia,Rear,27200,1.3,4,238,18,24,3029,106,174
Mazda,B2300 SX Regular Cab,Truck,Asia,Rear,14840,2.3,4,143,24,29,2960,112,188
Mazda,B4000 SE Cab Plus,Truck,Asia,All,22350,4,6,207,15,19,3571,126,203
Mercedes-Benz,G500,SUV,Europe,All,76870,5,8,292,13,14,5423,112,186
Mercedes-Benz,ML500,SUV,Europe,All,46470,5,8,288,14,17,4874,111,183
Mercedes-Benz,C230 Sport 2dr,Sedan,Europe,Rear,26060,1.8,4,189,22,30,3250,107,178
Mercedes-Benz,C320 Sport 2dr,Sedan,Europe,Rear,28370,3.2,6,215,19,26,3430,107,178
Mercedes-Benz,C240 4dr,Sedan,Europe,Rear,32280,2.6,6,168,20,25,3360,107,178
Mercedes-Benz,C240 4dr,Sedan,Europe,All,33480,2.6,6,168,19,25,3360,107,178
Mercedes-Benz,C320 Sport 4dr,Sedan,Europe,Rear,35920,3.2,6,215,19,26,3430,107,178
Mercedes-Benz,C320 4dr,Sedan,Europe,Rear,37630,3.2,6,215,20,26,3450,107,178
Mercedes-Benz,C320 4dr,Sedan,Europe,All,38830,3.2,6,215,19,27,3450,107,178
Mercedes-Benz,C32 AMG 4dr,Sedan,Europe,Rear,52120,3.2,6,349,16,21,3540,107,178
Mercedes-Benz,CL500 2dr,Sedan,Europe,Rear,94820,5,8,302,16,24,4085,114,196
Mercedes-Benz,CL600 2dr,Sedan,Europe,Rear,128420,5.5,12,493,13,19,4473,114,196
Mercedes-Benz,CLK320 coupe 2dr (convertible),Sedan,Europe,Rear,45707,3.2,6,215,20,26,3770,107,183
Mercedes-Benz,CLK500 coupe 2dr (convertible),Sedan,Europe,Rear,52800,5,8,302,17,22,3585,107,183
Mercedes-Benz,E320 4dr,Sedan,Europe,Rear,48170,3.2,6,221,19,27,3635,112,190
Mercedes-Benz,E500 4dr,Sedan,Europe,Rear,57270,5,8,302,16,20,3815,112,190
Mercedes-Benz,S430 4dr,Sedan,Europe,Rear,74320,4.3,8,275,18,26,4160,122,203
Mercedes-Benz,S500 4dr,Sedan,Europe,All,86970,5,8,302,16,24,4390,122,203
Mercedes-Benz,SL500 convertible 2dr,Sports,Europe,Rear,90520,5,8,302,16,23,4065,101,179
Mercedes-Benz,SL55 AMG 2dr,Sports,Europe,Rear,121770,5.5,8,493,14,21,4235,101,179
Mercedes-Benz,SL600 convertible 2dr,Sports,Europe,Rear,126670,5.5,12,493,13,19,4429,101,179
Mercedes-Benz,SLK230 convertible 2dr,Sports,Europe,Rear,40320,2.3,4,192,21,29,3055,95,158
Mercedes-Benz,SLK32 AMG 2dr,Sports,Europe,Rear,56170,3.2,6,349,17,22,3220,95,158
Mercedes-Benz,C240,Wagon,Europe,Rear,33780,2.6,6,168,19,25,3470,107,179
Mercedes-Benz,E320,Wagon,Europe,Rear,50670,3.2,6,221,19,27,3966,112,190
Mercedes-Benz,E500,Wagon,Europe,All,60670,5,8,302,16,24,4230,112,190
Mercury,Mountaineer,SUV,USA,Front,29995,4,6,210,16,21,4374,114,190
Mercury,Sable GS 4dr,Sedan,USA,Front,21595,3,6,155,20,27,3308,109,200
Mercury,Grand Marquis GS 4dr,Sedan,USA,Rear,24695,4.6,8,224,17,25,4052,115,212
Mercury,Grand Marquis LS Premium 4dr,Sedan,USA,Rear,29595,4.6,8,224,17,25,4052,115,212
Mercury,Sable LS Premium 4dr,Sedan,USA,Front,23895,3,6,201,19,26,3315,109,200
Mercury,Grand Marquis LS Ultimate 4dr,Sedan,USA,Rear,30895,4.6,8,224,17,25,4052,115,212
Mercury,Marauder 4dr,Sedan,USA,Rear,34495,4.6,8,302,17,23,4195,115,212
Mercury,Monterey Luxury,Sedan,USA,Front,33995,4.2,6,201,16,23,4340,121,202
Mercury,Sable GS,Wagon,USA,Front,22595,3,6,155,19,26,3488,109,198
Mitsubishi,Endeavor XLS,SUV,Asia,All,30492,3.8,6,215,17,21,4134,109,190
Mitsubishi,Montero XLS,SUV,Asia,All,33112,3.8,6,215,15,19,4718,110,190
Mitsubishi,Outlander LS,SUV,Asia,Front,18892,2.4,4,160,21,27,3240,103,179
Mitsubishi,Lancer ES 4dr,Sedan,Asia,Front,14622,2,4,120,25,31,2656,102,181
Mitsubishi,Lancer LS 4dr,Sedan,Asia,Front,16722,2,4,120,25,31,2795,102,181
Mitsubishi,Galant ES 2.4L 4dr,Sedan,Asia,Front,19312,2.4,4,160,23,30,3351,108,191
Mitsubishi,Lancer OZ Rally 4dr auto,Sedan,Asia,Front,17232,2,4,120,25,31,2744,102,181
Mitsubishi,Diamante LS 4dr,Sedan,Asia,Front,29282,3.5,6,205,18,25,3549,107,194
Mitsubishi,Galant GTS 4dr,Sedan,Asia,Front,25700,3.8,6,230,18,26,3649,108,191
Mitsubishi,Eclipse GTS 2dr,Sports,Asia,Front,25092,3,6,210,21,28,3241,101,177
Mitsubishi,Eclipse Spyder GT convertible 2dr,Sports,Asia,Front,26992,3,6,210,21,28,3296,101,177
Mitsubishi,Lancer Evolution 4dr,Sports,Asia,Front,29562,2,4,271,18,26,3263,103,179
Mitsubishi,Lancer Sportback LS,Wagon,Asia,Front,17495,2.4,4,160,25,31,3020,102,181
Nissan,Pathfinder Armada SE,SUV,Asia,Front,33840,5.6,8,305,13,19,5013,123,207
Nissan,Pathfinder SE,SUV,Asia,Front,27339,3.5,6,240,16,21,3871,106,183
Nissan,Xterra XE V6,SUV,Asia,Front,20939,3.3,6,180,17,20,3760,104,178
Nissan,Sentra 1.8 4dr,Sedan,Asia,Front,12740,1.8,4,126,28,35,2513,100,178
Nissan,Sentra 1.8 S 4dr,Sedan,Asia,Front,14740,1.8,4,126,28,35,2581,100,178
Nissan,Altima S 4dr,Sedan,Asia,Front,19240,2.5,4,175,21,26,3039,110,192
Nissan,Sentra SE-R 4dr,Sedan,Asia,Front,17640,2.5,4,165,23,28,2761,100,178
Nissan,Altima SE 4dr,Sedan,Asia,Front,23290,3.5,6,245,21,26,3197,110,192
Nissan,Maxima SE 4dr,Sedan,Asia,Front,27490,3.5,6,265,20,28,3473,111,194
Nissan,Maxima SL 4dr,Sedan,Asia,Front,29440,3.5,6,265,20,28,3476,111,194
Nissan,Quest S,Sedan,Asia,Front,24780,3.5,6,240,19,26,4012,124,204
Nissan,Quest SE,Sedan,Asia,Front,32780,3.5,6,240,18,25,4175,124,204
Nissan,350Z coupe 2dr,Sports,Asia,Rear,26910,3.5,6,287,20,26,3188,104,169
Nissan,350Z Enthusiast convertible 2dr,Sports,Asia,Rear,34390,3.5,6,287,20,26,3428,104,169
Nissan,Frontier King Cab XE V6,Truck,Asia,All,19479,3.3,6,180,17,20,3932,116,191
Nissan,Titan King Cab XE,Truck,Asia,All,26650,5.6,8,305,14,18,5287,140,224
Nissan,Murano SL,Wagon,Asia,Rear,28739,3.5,6,245,20,25,3801,111,188
Oldsmobile,Alero GX 2dr,Sedan,USA,Front,18825,2.2,4,140,24,32,2946,107,187
Oldsmobile,Alero GLS 2dr,Sedan,USA,Front,23675,3.4,6,170,20,29,3085,107,187
Oldsmobile,Silhouette GL,Sedan,USA,Front,28790,3.4,6,185,19,26,3948,120,201
Pontiac,Aztekt,SUV,USA,Front,21595,3.4,6,185,19,26,3779,108,182
Pontiac,Sunfire 1SA 2dr,Sedan,USA,Front,15495,2.2,4,140,24,33,2771,104,182
Pontiac,Grand Am GT 2dr,Sedan,USA,Front,22450,3.4,6,175,20,29,3118,107,186
Pontiac,Grand Prix GT1 4dr,Sedan,USA,Front,22395,3.8,6,200,20,30,3477,111,198
Pontiac,Sunfire 1SC 2dr,Sedan,USA,Front,17735,2.2,4,140,24,33,2771,104,182
Pontiac,Grand Prix GT2 4dr,Sedan,USA,Front,24295,3.8,6,200,20,30,3484,111,198
Pontiac,Bonneville GXP 4dr,Sedan,USA,Front,35995,4.6,8,275,17,20,3790,112,203
Pontiac,Montana,Sedan,USA,Front,23845,3.4,6,185,19,26,3803,112,187
Pontiac,Montana EWB,Sedan,USA,All,31370,3.4,6,185,18,24,4431,121,201
Pontiac,GTO 2dr,Sports,USA,Rear,33500,5.7,8,340,16,20,3725,110,190
Pontiac,Vibe,Wagon,USA,Rear,17045,1.8,4,130,29,36,2701,102,172
Porsche,Cayenne S,SUV,Europe,All,56665,4.5,8,340,14,18,4950,112,188
Porsche,911 Carrera convertible 2dr (coupe),Sports,Europe,Rear,79165,3.6,6,315,18,26,3135,93,175
Porsche,911 Carrera 4S coupe 2dr (convert),Sports,Europe,All,84165,3.6,6,315,17,24,3240,93,175
Porsche,911 Targa coupe 2dr,Sports,Europe,Rear,76765,3.6,6,315,18,26,3119,93,175
Porsche,911 GT2 2dr,Sports,Europe,Rear,192465,3.6,6,477,17,24,3131,93,175
Porsche,Boxster convertible 2dr,Sports,Europe,Rear,43365,2.7,6,228,20,29,2811,95,170
Porsche,Boxster S convertible 2dr,Sports,Europe,Rear,52365,3.2,6,258,18,26,2911,95,170
Saab,9-3 Arc Sport 4dr,Sedan,Europe,Front,30860,2,4,210,20,28,3175,105,183
Saab,9-3 Aero 4dr,Sedan,Europe,Front,33360,2,4,210,20,28,3175,105,183
Saab,9-5 Arc 4dr,Sedan,Europe,Front,35105,2.3,4,220,21,29,3470,106,190
Saab,9-5 Aero 4dr,Sedan,Europe,Front,39465,2.3,4,250,21,29,3470,106,190
Saab,9-3 Arc convertible 2dr,Sedan,Europe,Front,40670,2,4,210,21,29,3480,105,182
Saab,9-3 Aero convertible 2dr,Sedan,Europe,Front,43175,2,4,210,21,30,3700,105,182
Saab,9-5 Aero,Wagon,Europe,Front,40845,2.3,4,250,19,29,3620,106,190
Saturn,VUE,SUV,USA,All,20585,2.2,4,143,21,26,3381,107,181
Saturn,Ion1 4dr,Sedan,USA,Front,10995,2.2,4,140,26,35,2692,103,185
Saturn,lon2 4dr,Sedan,USA,Front,14300,2.2,4,140,26,35,2692,103,185
Saturn,lon3 4dr,Sedan,USA,Front,15825,2.2,4,140,26,35,2692,103,185
Saturn,lon2 quad coupe 2dr,Sedan,USA,Front,14850,2.2,4,140,26,35,2751,103,185
Saturn,lon3 quad coupe 2dr,Sedan,USA,Front,16350,2.2,4,140,26,35,2751,103,185
Saturn,L300-2 4dr,Sedan,USA,Front,21410,3,6,182,20,28,3197,107,190
Saturn,L300 2,Wagon,USA,Front,23560,2.2,4,140,24,34,3109,107,190
Scion,xA 4dr hatch,Sedan,Asia,Front,12965,1.5,4,108,32,38,2340,93,154
Scion,xB,Wagon,Asia,Front,14165,1.5,4,108,31,35,2425,98,155
Subaru,Impreza 2.5 RS 4dr,Sedan,Asia,All,19945,2.5,4,165,22,28,2965,99,174
Subaru,Legacy L 4dr,Sedan,Asia,All,20445,2.5,4,165,21,28,3285,104,184
Subaru,Legacy GT 4dr,Sedan,Asia,All,25645,2.5,4,165,21,28,3395,104,184
Subaru,Outback Limited Sedan 4dr,Sedan,Asia,All,27145,2.5,4,165,20,27,3495,104,184
Subaru,Outback H6 4dr,Sedan,Asia,All,29345,3,6,212,19,26,3610,104,184
Subaru,Outback H-6 VDC 4dr,Sedan,Asia,All,31545,3,6,212,19,26,3630,104,184
Subaru,Impreza WRX 4dr,Sports,Asia,All,25045,2,4,227,20,27,3085,99,174
Subaru,Impreza WRX STi 4dr,Sports,Asia,All,31545,2.5,4,300,18,24,3263,100,174
Subaru,Baja,Truck,Asia,All,24520,2.5,4,165,21,28,3485,104,193
Subaru,Forester X,Wagon,Asia,All,21445,2.5,4,165,21,28,3090,99,175
Subaru,Outback,Wagon,Asia,All,23895,2.5,4,165,21,28,3430,104,187
Suzuki,XL-7 EX,SUV,Asia,Front,23699,2.7,6,185,18,22,3682,110,187
Suzuki,Vitara LX,SUV,Asia,All,17163,2.5,6,165,19,22,3020,98,163
Suzuki,Aeno S 4dr,Sedan,Asia,Front,12884,2.3,4,155,25,31,2676,98,171
Suzuki,Aerio LX 4dr,Sedan,Asia,Front,14500,2.3,4,155,25,31,2676,98,171
Suzuki,Forenza S 4dr,Sedan,Asia,Front,12269,2,4,119,24,31,2701,102,177
Suzuki,Forenza EX 4dr,Sedan,Asia,Front,15568,2,4,119,22,30,2756,102,177
Suzuki,Verona LX 4dr,Sedan,Asia,Front,17262,2.5,6,155,20,27,3380,106,188
Suzuki,Aerio SX,Wagon,Asia,All,16497,2.3,4,155,24,29,2932,98,167
Toyota,Prius 4dr (gas/electric),Hybrid,Asia,Front,20510,1.5,4,110,59,51,2890,106,175
Toyota,Sequoia SR5,SUV,Asia,All,35695,4.7,8,240,14,17,5270,118,204
Toyota,4Runner SR5 V6,SUV,Asia,Front,27710,4,6,245,18,21,4035,110,189
Toyota,Highlander V6,SUV,Asia,All,27930,3.3,6,230,18,24,3935,107,185
Toyota,Land Cruiser,SUV,Asia,All,54765,4.7,8,325,13,17,5390,112,193
Toyota,RAV4,SUV,Asia,All,20290,2.4,4,161,22,27,3119,98,167
Toyota,Corolla CE 4dr,Sedan,Asia,Front,14085,1.8,4,130,32,40,2502,102,178
Toyota,Corolla S 4dr,Sedan,Asia,Front,15030,1.8,4,130,32,40,2524,102,178
Toyota,Corolla LE 4dr,Sedan,Asia,Front,15295,1.8,4,130,32,40,2524,102,178
Toyota,Echo 2dr manual,Sedan,Asia,Front,10760,1.5,4,108,35,43,2035,93,163
Toyota,Echo 2dr auto,Sedan,Asia,Front,11560,1.5,4,108,33,39,2085,93,163
Toyota,Echo 4dr,Sedan,Asia,Front,11290,1.5,4,108,35,43,2055,93,163
Toyota,Camry LE 4dr,Sedan,Asia,Front,19560,2.4,4,157,24,33,3086,107,189
Toyota,Camry LE V6 4dr,Sedan,Asia,Front,22775,3,6,210,21,29,3296,107,189
Toyota,Camry Solara SE 2dr,Sedan,Asia,Front,19635,2.4,4,157,24,33,3175,107,193
Toyota,Camry Solara SE V6 2dr,Sedan,Asia,Front,21965,3.3,6,225,20,29,3417,107,193
Toyota,Avalon XL 4dr,Sedan,Asia,Front,26560,3,6,210,21,29,3417,107,192
Toyota,Camry XLE V6 4dr,Sedan,Asia,Front,25920,3,6,210,21,29,3362,107,189
Toyota,Camry Solara SLE V6 2dr,Sedan,Asia,Front,26510,3.3,6,225,20,29,3439,107,193
Toyota,Avalon XLS 4dr,Sedan,Asia,Front,30920,3,6,210,21,29,3439,107,192
Toyota,Sienna CE,Sedan,Asia,Front,23495,3.3,6,230,19,27,4120,119,200
Toyota,Sienna XLE Limited,Sedan,Asia,Front,28800,3.3,6,230,19,27,4165,119,200
Toyota,Celica GT-S 2dr,Sports,Asia,Front,22570,1.8,4,180,24,33,2500,102,171
Toyota,MR2 Spyder convertible 2dr,Sports,Asia,Rear,25130,1.8,4,138,26,32,2195,97,153
Toyota,Tacoma,Truck,Asia,Rear,12800,2.4,4,142,22,27,2750,103,191
Toyota,Tundra Regular Cab V6,Truck,Asia,Rear,16495,3.4,6,190,16,18,3925,128,218
Toyota,Tundra Access Cab V6 SR5,Truck,Asia,All,25935,3.4,6,190,14,17,4435,128,218
Toyota,Matrix XR,Wagon,Asia,Front,16695,1.8,4,130,29,36,2679,102,171
Volkswagen,Touareg V6,SUV,Europe,All,35515,3.2,6,220,15,20,5086,112,187
Volkswagen,Golf GLS 4dr,Sedan,Europe,Front,18715,2,4,115,24,31,2897,99,165
Volkswagen,GTI 1.8T 2dr hatch,Sedan,Europe,Front,19825,1.8,4,180,24,31,2934,99,168
Volkswagen,Jetta GLS TDI 4dr,Sedan,Europe,Front,21055,1.9,4,100,38,46,3003,99,172
Volkswagen,New Beetle GLS 1.8T 2dr,Sedan,Europe,Front,21055,1.8,4,150,24,31,2820,99,161
Volkswagen,Jetta GLI VR6 4dr,Sedan,Europe,Front,23785,2.8,6,200,21,30,3179,99,172
Volkswagen,New Beetle GLS convertible 2dr,Sedan,Europe,Front,23215,2,4,115,24,30,3082,99,161
Volkswagen,Passat GLS 4dr,Sedan,Europe,Front,23955,1.8,4,170,22,31,3241,106,185
Volkswagen,Passat GLX V6 4MOTION 4dr,Sedan,Europe,Front,33180,2.8,6,190,19,26,3721,106,185
Volkswagen,Passat W8 4MOTION 4dr,Sedan,Europe,Front,39235,4,8,270,18,25,3953,106,185
Volkswagen,Phaeton 4dr,Sedan,Europe,Front,65000,4.2,8,335,16,22,5194,118,204
Volkswagen,Phaeton W12 4dr,Sedan,Europe,Front,75000,6,12,420,12,19,5399,118,204
Volkswagen,Jetta GL,Wagon,Europe,Front,19005,2,4,115,24,30,3034,99,174
Volkswagen,Passat GLS 1.8T,Wagon,Europe,Front,24955,1.8,4,170,22,31,3338,106,184
Volkswagen,Passat W8,Wagon,Europe,Front,40235,4,8,270,18,25,4067,106,184
Volvo,XC90 T6,SUV,Europe,All,41250,2.9,6,268,15,20,4638,113,189
Volvo,S40 4dr,Sedan,Europe,Front,25135,1.9,4,170,22,29,2767,101,178
Volvo,S60 2.5 4dr,Sedan,Europe,All,31745,2.5,5,208,20,27,3903,107,180
Volvo,S60 T5 4dr,Sedan,Europe,Front,34845,2.3,5,247,20,28,3766,107,180
Volvo,S60 R 4dr,Sedan,Europe,All,37560,2.5,5,300,18,25,3571,107,181
Volvo,S80 2.9 4dr,Sedan,Europe,Front,37730,2.9,6,208,20,28,3576,110,190
Volvo,S80 2.5T 4dr,Sedan,Europe,All,37885,2.5,5,194,20,27,3691,110,190
Volvo,C70 LPT convertible 2dr,Sedan,Europe,Front,40565,2.4,5,197,21,28,3450,105,186
Volvo,C70 HPT convertible 2dr,Sedan,Europe,Front,42565,2.3,5,242,20,26,3450,105,186
Volvo,S80 T6 4dr,Sedan,Europe,Front,45210,2.9,6,268,19,26,3653,110,190
Volvo,V40,Wagon,Europe,Front,26135,1.9,4,170,22,29,2822,101,180
Volvo,XC70,Wagon,Europe,All,35145,2.5,5,208,20,27,3823,109,186
